as_of_date,source_reference,account_code,name,account_class,currency,balance
2026-05-01,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14561131.38
2026-05-01,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-01,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28873850.20
2026-05-01,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30852825.23
2026-05-04,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19157851.66
2026-05-04,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43807640.86
2026-05-04,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91292972.69
2026-05-04,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,435831897.29
2026-05-04,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50531211.12
2026-05-04,GL-1900,GL-1900,Other assets,ASSET,GHS,42308027.09
2026-05-04,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485535987.16
2026-05-04,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14566079.61
2026-05-04,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-04,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28891590.01
2026-05-04,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30873521.68
2026-05-05,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19071654.87
2026-05-05,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,45007700.34
2026-05-05,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,90321381.75
2026-05-05,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,435554169.52
2026-05-05,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50581325.97
2026-05-05,GL-1900,GL-1900,Other assets,ASSET,GHS,42756020.68
2026-05-05,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485778327.59
2026-05-05,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14573349.83
2026-05-05,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-05,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28897503.29
2026-05-05,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30880420.50
2026-05-06,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19623758.88
2026-05-06,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43461732.87
2026-05-06,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,93679452.91
2026-05-06,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,435648220.81
2026-05-06,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50591653.06
2026-05-06,GL-1900,GL-1900,Other assets,ASSET,GHS,40576077.57
2026-05-06,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,486026071.94
2026-05-06,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14580782.16
2026-05-06,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-06,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28903416.56
2026-05-06,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30887319.32
2026-05-07,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19871948.38
2026-05-07,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,42626210.01
2026-05-07,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,93949568.17
2026-05-07,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436093849.49
2026-05-07,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50608266.51
2026-05-07,GL-1900,GL-1900,Other assets,ASSET,GHS,40413981.91
2026-05-07,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,485964799.48
2026-05-07,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14578943.98
2026-05-07,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-07,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28909329.83
2026-05-07,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30894218.13
2026-05-08,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19156419.50
2026-05-08,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43884051.59
2026-05-08,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91411087.41
2026-05-08,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436119291.04
2026-05-08,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50551497.06
2026-05-08,GL-1900,GL-1900,Other assets,ASSET,GHS,42410760.26
2026-05-08,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,486032769.60
2026-05-08,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14580983.09
2026-05-08,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-08,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28915243.10
2026-05-08,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30901116.95
2026-05-11,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19869068.76
2026-05-11,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,42696935.10
2026-05-11,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,94146393.55
2026-05-11,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436367009.09
2026-05-11,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50626103.68
2026-05-11,GL-1900,GL-1900,Other assets,ASSET,GHS,40639062.93
2026-05-11,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,486638416.91
2026-05-11,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14599152.51
2026-05-11,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-11,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28932982.92
2026-05-11,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30921813.40
2026-05-12,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19217221.23
2026-05-12,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43851266.41
2026-05-12,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91730293.37
2026-05-12,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436309255.83
2026-05-12,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50522023.98
2026-05-12,GL-1900,GL-1900,Other assets,ASSET,GHS,42611230.93
2026-05-12,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,486727801.34
2026-05-12,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14601834.04
2026-05-12,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-12,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28938896.19
2026-05-12,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30928712.22
2026-05-13,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19189704.07
2026-05-13,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,45022602.09
2026-05-13,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,90688726.16
2026-05-13,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436044032.66
2026-05-13,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50598516.73
2026-05-13,GL-1900,GL-1900,Other assets,ASSET,GHS,43218143.42
2026-05-13,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,487072107.94
2026-05-13,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14612163.24
2026-05-13,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-13,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28944809.46
2026-05-13,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30935611.04
2026-05-14,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19333394.82
2026-05-14,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44041192.84
2026-05-14,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91393099.03
2026-05-14,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436469121.17
2026-05-14,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50573084.07
2026-05-14,GL-1900,GL-1900,Other assets,ASSET,GHS,42938888.28
2026-05-14,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,487096484.93
2026-05-14,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14612894.55
2026-05-14,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-14,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28950722.73
2026-05-14,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30942509.86
2026-05-15,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19097653.51
2026-05-15,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44909625.94
2026-05-15,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91184593.68
2026-05-15,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436170427.14
2026-05-15,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50578512.56
2026-05-15,GL-1900,GL-1900,Other assets,ASSET,GHS,43237559.40
2026-05-15,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,487490584.89
2026-05-15,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14624717.55
2026-05-15,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-15,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28956636.01
2026-05-15,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30949408.67
2026-05-18,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19335739.15
2026-05-18,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44127734.29
2026-05-18,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91615160.36
2026-05-18,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436741707.83
2026-05-18,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50590162.24
2026-05-18,GL-1900,GL-1900,Other assets,ASSET,GHS,43276377.01
2026-05-18,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,487924345.11
2026-05-18,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14637730.35
2026-05-18,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-18,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28974375.82
2026-05-18,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30970105.12
2026-05-19,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19162792.16
2026-05-19,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44975155.33
2026-05-19,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91272065.85
2026-05-19,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436471822.84
2026-05-19,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50626403.88
2026-05-19,GL-1900,GL-1900,Other assets,ASSET,GHS,43644840.92
2026-05-19,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,488294155.52
2026-05-19,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14648824.67
2026-05-19,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-19,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28980289.09
2026-05-19,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30977003.94
2026-05-20,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19792123.12
2026-05-20,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43918065.25
2026-05-20,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,93608649.39
2026-05-20,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,436748780.92
2026-05-20,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50807065.31
2026-05-20,GL-1900,GL-1900,Other assets,ASSET,GHS,41936464.64
2026-05-20,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,488569818.35
2026-05-20,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14657094.55
2026-05-20,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-20,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28986202.37
2026-05-20,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30983902.76
2026-05-21,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19841817.63
2026-05-21,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,42793323.81
2026-05-21,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,94671597.66
2026-05-21,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437170346.95
2026-05-21,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50749974.14
2026-05-21,GL-1900,GL-1900,Other assets,ASSET,GHS,41468386.71
2026-05-21,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,488555904.28
2026-05-21,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14656677.13
2026-05-21,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-21,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28992115.64
2026-05-21,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30990801.58
2026-05-22,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19331956.10
2026-05-22,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44275923.90
2026-05-22,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91534325.31
2026-05-22,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437122452.98
2026-05-22,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50690361.28
2026-05-22,GL-1900,GL-1900,Other assets,ASSET,GHS,43663552.10
2026-05-22,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,488584582.32
2026-05-22,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14657537.47
2026-05-22,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-22,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,28998028.91
2026-05-22,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,30997700.39
2026-05-25,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18981485.83
2026-05-25,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44816769.93
2026-05-25,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,90585281.61
2026-05-25,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437244515.53
2026-05-25,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50621403.21
2026-05-25,GL-1900,GL-1900,Other assets,ASSET,GHS,44534165.92
2026-05-25,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,488841407.81
2026-05-25,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14665242.23
2026-05-25,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-25,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29015768.73
2026-05-25,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31018396.85
2026-05-26,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19678678.54
2026-05-26,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43579807.97
2026-05-26,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,93243667.01
2026-05-26,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437344880.56
2026-05-26,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50708153.66
2026-05-26,GL-1900,GL-1900,Other assets,ASSET,GHS,42543021.23
2026-05-26,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,488965945.63
2026-05-26,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14668978.37
2026-05-26,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-26,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29021682.00
2026-05-26,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31025295.66
2026-05-27,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,20072866.94
2026-05-27,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43062638.18
2026-05-27,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,95595405.46
2026-05-27,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437257140.68
2026-05-27,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50891795.12
2026-05-27,GL-1900,GL-1900,Other assets,ASSET,GHS,40945789.80
2026-05-27,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,489303161.35
2026-05-27,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14679094.84
2026-05-27,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-27,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29027595.27
2026-05-27,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31032194.48
2026-05-28,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19508982.57
2026-05-28,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44686232.95
2026-05-28,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92399535.33
2026-05-28,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437284453.15
2026-05-28,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50877875.26
2026-05-28,GL-1900,GL-1900,Other assets,ASSET,GHS,42927518.50
2026-05-28,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,489180820.78
2026-05-28,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14675424.62
2026-05-28,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-28,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29033508.54
2026-05-28,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31039093.30
2026-05-29,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,18991678.18
2026-05-29,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44759572.24
2026-05-29,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,90508430.06
2026-05-29,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437531533.81
2026-05-29,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50696139.86
2026-05-29,GL-1900,GL-1900,Other assets,ASSET,GHS,44628291.96
2026-05-29,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,488968885.88
2026-05-29,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14669066.58
2026-05-29,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-29,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29039421.81
2026-05-29,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31045992.12
2026-05-31,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,20056813.07
2026-05-31,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,43112532.99
2026-05-31,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,95742250.84
2026-05-31,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437526119.15
2026-05-31,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50911804.08
2026-05-31,GL-1900,GL-1900,Other assets,ASSET,GHS,40497066.87
2026-05-31,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,489234893.93
2026-05-31,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14677046.82
2026-05-31,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-05-31,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29051248.36
2026-05-31,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31059789.75
2026-06-01,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19929028.30
2026-06-01,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,45464114.98
2026-06-01,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,94403353.21
2026-06-01,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437477589.78
2026-06-01,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50847790.75
2026-06-01,GL-1900,GL-1900,Other assets,ASSET,GHS,49474860.83
2026-06-01,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,498812918.60
2026-06-01,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14964387.56
2026-06-01,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-06-01,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29057161.63
2026-06-01,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31066688.57
2026-06-02,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19408920.58
2026-06-02,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,45555391.64
2026-06-02,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92421236.14
2026-06-02,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437739478.61
2026-06-02,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50668674.36
2026-06-02,GL-1900,GL-1900,Other assets,ASSET,GHS,51181485.15
2026-06-02,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,498544830.55
2026-06-02,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14956344.92
2026-06-02,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-06-02,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29063074.90
2026-06-02,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31073587.39
2026-06-03,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19860321.02
2026-06-03,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,45235743.06
2026-06-03,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,94587847.01
2026-06-03,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437635878.53
2026-06-03,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50856567.58
2026-06-03,GL-1900,GL-1900,Other assets,ASSET,GHS,49349378.46
2026-06-03,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,498702064.20
2026-06-03,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14961061.93
2026-06-03,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-06-03,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29068988.17
2026-06-03,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31080486.20
2026-06-04,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19459702.69
2026-06-04,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,45763642.53
2026-06-04,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,92196307.04
2026-06-04,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,437867976.67
2026-06-04,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50690509.29
2026-06-04,GL-1900,GL-1900,Other assets,ASSET,GHS,50895342.21
2026-06-04,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,498378811.06
2026-06-04,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14951364.33
2026-06-04,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-06-04,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29074901.45
2026-06-04,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31087385.02
2026-06-05,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19953807.32
2026-06-05,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,44352949.14
2026-06-05,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,95209349.38
2026-06-05,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,438151872.33
2026-06-05,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50833914.88
2026-06-05,GL-1900,GL-1900,Other assets,ASSET,GHS,48765684.70
2026-06-05,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,498470533.43
2026-06-05,GL-2400,GL-2400,Borrowings,LIABILITY,GHS,14954116.00
2026-06-05,GL-3100,GL-3100,Stated / paid-up capital,EQUITY,GHS,22000000.00
2026-06-05,GL-3200,GL-3200,Statutory reserve fund,EQUITY,GHS,29080814.72
2026-06-05,GL-3300,GL-3300,Retained earnings,EQUITY,GHS,31094283.84
2026-06-08,GL-1010,GL-1010,Cash on hand (vault),ASSET,GHS,19462598.39
2026-06-08,GL-1020,GL-1020,Balances with Bank of Ghana,ASSET,GHS,45688285.62
2026-06-08,GL-1200,GL-1200,Investments — GoG securities,ASSET,GHS,91994113.24
2026-06-08,GL-1300,GL-1300,Loans & advances (gross),ASSET,GHS,438170922.27
2026-06-08,GL-1390,GL-1390,Less: impairment allowance,ASSET,GHS,-50736482.98
2026-06-08,GL-1900,GL-1900,Other assets,ASSET,GHS,50662093.92
2026-06-08,GL-2100,GL-2100,Customer deposits,LIABILITY,GHS,498085432.65
